name	kind	style	score	score_counts	first_release_time	play_status	official_name	tv_station	school	language	station_ranking	level	resource_views	collect_counts	translator	scenarist	starring	alias	director	cycle	area	company	imdb
吸血鬼之吻	电影	喜剧/恐怖	8.1		1988-09-17 周六		Vampire's Kiss			英语	4354	C			暂无						美国	Magellan Pictures	
我的叔叔	日剧	剧情	6.5		2019-01-11 周五		Watashi no Ojisan	朝日		日语		A			人人影视字幕组						日本		
三方国界	电影	动作/冒险	6.9		2019-03-13		Triple Frontier			英语	7353	B			暂无						美国		
与外婆同行	电影	剧情/喜剧	8.2		2015-09-18		Grandma			英语	4118	B			暂无						美国		
JOKER×FACE	日剧	悬疑	5.8		2019-01-14		JOKER×FACE	富士		日语		B			幻月字幕组					1day	日本		
白马王子	电影	喜剧/动画	7.9		2018-04-20		Charming			英语	5228	A			暂无						加拿大		
宠儿	电影	历史/传记	8.2		2018-11-23		The Favourite			英语	4023	C			暂无						美国		
佛教世界的七大奇观	纪录片	纪录	9.1		2011-08-06 周六		Seven Wonders of the Buddhist World	BBC		英语		A			人人影视字幕组					补剧中	英国		
宝贝老板	电影	喜剧/动画	8.8		2017-03-12		The Boss Baby			英语	2168				暂无						美国		
寻找斯蒂夫·麦昆	电影	动作/暴力/惊悚	6.7		2019-03-15 周五		Finding Steve McQueen			英语	7739	B			暂无						美国		
欢乐满人间2	电影	歌舞	7.9		2018-12-25		Mary Poppins Returns			英语	5206	A			暂无						美国		
喜代美/酢豆腐	日剧	喜剧	7.6		2007-10-01		ちりとてちん	NHK		日语		A			X字幕组						日本		
傲骨贤妻	日剧	剧情/律政/励志	7.8		2019-01-13		グッドワイフ	TBS		日语		C			弯弯字幕组					1day	日本		
记忆搜查：新宿东署事件档案	日剧	剧情/悬疑	6.7		2019-01-18 周五		記憶捜査～新宿東署事件ファイル～	东京台		日语		A			拉风字幕组					1day	日本		
言叶之庭	电影	爱情/动画	9.3		2013-06-06 周四		The Garden of Words			日语	203	A			暂无						日本		
孤高的手术刀	日剧	医务	8.6		2019-01-13 周日		Kokou no Mesu	WOWOW		日语		A			人人影视字幕组						日本		
我的英雄学院：两位英雄	电影	动作/动画	8.0		2019-03-15		僕のヒーローアカデミア THE MOVIE ～2人の英雄～			日语	4510				暂无						日本		
冰血缉凶	加剧	罪案	8.7		2017-01-26 周四		Cardinal	CTV		英语		C			深影字幕组						加拿大		
红鹰	西剧	动作	7.7		2009-02-19 周四		Águila Roja	其他		西班牙语		A									西班牙		
警部补碓冰弘一 ～MIND～	日剧	剧情/悬疑	8.5		2018-11-25		警部補・碓氷弘一 ～マインド～	朝日		日语		A			幻月字幕组						日本		
请再来四杯	印剧	剧情/喜剧/爱情	7.5		2019-01-25		Four More Shots Please	其他		英语		C			亿万同人字幕组					补剧中	印度		
维多利亚	英剧	剧情/古装/传记	9.0		2016-08-28 周日		Victoria	ITV		英语		A			Fantopia字幕组					2day	英国		
影子判官	美剧	动作/剧情/罪案	5.1		2019-03-08 周五		Shadow	Netflix		英语		C			NETFLIX官方中字						美国		
羞耻	挪威剧	生活/青春/爱情/励志	9.3		2015-09-25 周五		SKAM	其他		其他		C			BZD不着调字幕组						其他		
蜘蛛网中的女孩	电影	剧情/惊悚	7.5		2018-11-09		The Girl in the Spider's Web			英语	6086	C			暂无						美国		
世界舞蹈大赛	美剧	歌舞/真人秀/综艺	8.5		2017-05-31 周三		World of Dance	NBC		英语		A			人人影视字幕组					3day	美国		
复仇者联盟3：无限战争	电影	动作/科幻	8.8		2018-05-04 周五		Avengers: Infinity War			英语	431	A			暂无						美国		
复仇者联盟2：奥创纪元	电影	动作/科幻/冒险	8.5		2015-05-12 周二		Avengers: Age of Ultron			英语	1960				暂无						美国	美国漫威影业公司	
高校Rapper	韩剧	真人秀	5.8		2019-01-22		第三季 고등래퍼3	其他		韩语		A			女汉子字幕组						韩国		
肤色	电影	剧情	7.7		2018-04-01 周日		Skin			英语	5689	A			暂无						美国		
阿加莎·克里斯蒂小型谋杀剧场	法剧	剧情/悬疑	8.6		2013-03-29		Les petits meurtres d'Agatha Christie	其他		法语		B			菠萝字幕组					补剧中	法国		
遗愿清单	电影	剧情/喜剧/冒险	9.3		2008-01-01 周二		The Bucket List			英语	802				暂无						美国		
邻家女孩	电影	剧情/喜剧/爱情	8.6		2004-04-09 周五		The Girl Next Door			英语	2824				暂无						美国		
魔神Z	电影	科幻/动画/灾难	7.9		2019-03-08		劇場版 マジンガーZ / INFINITY			日语	5183				暂无						日本		
速成家庭	电影	剧情/喜剧	7.7		2018-11-16		Instant Family			英语	5669	A			暂无						美国		
欲后	电影	剧情/爱情	6.1		2018-03-31 周六		¿Cómo te llamas?			西班牙语	8373	E			暂无						其他		
罪恶之城	电影	动作/惊悚/罪案	9.1		2005-04-01 周五		Sin City			英语	813				暂无						美国		
命运石之门0	日剧	剧情/科幻/动画	8.9		2018-04-11		STEINS;GATE 0	东京台		日语		A			X字幕组					不详	日本		
憨豆警局	英剧	剧情/喜剧/幽默	9.3		1995-11-23 周四		The Thin Blue Line	BBC		英语		A			菠萝字幕组					补剧中	英国		
拉字至上	美剧	剧情/生活/爱情	9.3		2004-04-23 周五		The L Word	Showtime		英语		E			亿万同人字幕组						美国		
神助参拜三女伊势参拜	日剧	剧情/喜剧/古装/幽默	7.6		2018-10-27		ぬけまいる～女三人伊勢参り	其他		日语		B			弯弯字幕组					补剧中	日本		
相对宇宙	美剧	剧情/科幻	8.6		2018-01-22 周一		Counterpart	Starz		英语		D			人人影视字幕组						美国		
极线杀手	电影	动作	8.1		2019-01-25		Polar			英语	3883	E			暂无						美国		
一个明星的诞生	电影	剧情/爱情/励志	8.6		2018-08-31		A Star Is Born			英语	2848	C			暂无						美国		
皇家酒店谋杀案	电影	剧情/惊悚/悬疑	7.9		2018-10-05		Bad Times at the El Royale			英语	5142	C			暂无						美国		
阿加莎·瑞森探案集	英剧	喜剧	8.8		2014-12-16 周二		Agatha Raisin	Sky		英语		A			菠萝字幕组						英国		
岁月的童话	电影	剧情/动画	9.4		1991-07-20 周六		Only Yesterday			日语	586				暂无						日本	吉卜力	
局内人	电影	剧情/惊悚/罪案	8.9		2006-03-24 周五		Inside Man			英语	1878				暂无						美国	环球影业	
超人总动员	电影	动作/喜剧/科幻/冒险/动画	9.1		2004-11-05 周五		The Incredibles			英语	1262				暂无						美国		
占领区	挪威剧	剧情/惊悚	8.8		2015-10-04 周日		Okkupert	其他		英语/俄语/其他											其他		
柏林谍影	美剧	动作/战争	8.8		2016-10-17 周一		Berlin Station	其他		英语/其他		B			人人影视字幕组					0day	美国		
双面警长	英剧	剧情	7.8		2017-09-07		Tin Star	Sky		英语		C			人人影视字幕组						英国		
鲁保罗变装皇后秀 众婊季	真人秀	真人秀	8.5		2012-10-23 周二		RuPaul's Drag Race All Stars	其他		英语		C			小马达字幕组					3day	美国		
愤怒的印度女神	电影	剧情/喜剧/悬疑	4.6		2015-09-18		Angry Indian Goddesses			印度语	9801	C			暂无						印度		
大人物	电影	喜剧/爱情	6.5		2019-04-19		Someone Great			英语	8045	B			暂无						美国		
迷魂陷阱	电影	惊悚	6.7		2008-08-29 周五		Kandidaten			其他	7712				暂无						其他		
神探伽俐略：嫌疑犯X的献身	电影		9.5				Suspect X				397				暂无								
麦兜故事	电影		7.6				My Life As Mcdull				5825				暂无								
德州电锯杀人狂	电影	恐怖/惊悚	8.4		2003-10-17 周五		The Texas Chainsaw Massacre			英语	3364				暂无						美国		
乱世佳人	电影	战争/剧情/爱情	9.5		1940-12-15 周日		Gone With The Wind			英语	296				暂无						美国		
死亡终局	英剧	剧情/悬疑	7.3		2019-04-01 周一		Death Comes as the End	BBC		英语		B			人人影视字幕组					0day	英国		
一个小忙	电影	剧情/悬疑	7.8		2018-09-14		A Simple Favor			英语	5315	C			暂无						美国		
火线保镖	电影	动作/喜剧/惊悚/罪案/冒险	8.4		2007-09-07 周五		Shoot Em Up			英语/意大利语	3323				暂无						美国		
角斗士(加长版)	电影	动作/剧情/历史/冒险	9.6		2000-05-05 周五		Gladiator			英语	241				暂无						美国	梦工厂	
美国往事	电影	剧情/罪案	9.2		1984-02-17 周五		Once Upon a Time in America			英语/法语/意大利语	757				暂无						美国		
绝命圣诞夜	电影	剧情/喜剧/惊悚	6.3		2005-11-23 周三		The Ice Harvest			英语	8256	A			暂无						美国		
香水	德剧	剧情/血腥/恐怖/惊悚/悬疑	8.3		2018-12-21 周五		Perfume	Netflix		德语		D			人人影视字幕组						德国		
下町火箭	日剧	剧情	9.3		2018-10-14 周日		Shitamachi Rocket	TBS		日语		A			人人影视字幕组						日本		
少女的世界	电影	剧情/青春	7.0		2018-11-03 周六		소녀의 세계			韩语	7446	A			暂无						韩国		
青春猪头少年不会梦到兔女郎学姐	日剧	爱情/动画	9.0		2018-10-03		青春ブタ野郎はバニーガール先輩の夢を見ない	东京台		日语		A			X字幕组						日本		
铁拳	美剧	动作/剧情/科幻/罪案/冒险	5.8		2017-03-18 周六		Iron Fist	Netflix		英语		C			人人影视字幕组					0day	美国		
大学同窗	美剧	喜剧	7.2		2017-07-14		Friends from College	Netflix		英语		C			人人影视字幕组						美国		
真实的人类	英剧	科幻	9.0		2015-06-15 周一		Humans	Channel 4		英语		B			人人影视字幕组					0day	英国		
Live	韩剧	剧情	8.4		2018-03-10		살다	tvN		韩语		A			韩迷字幕组						韩国		
驻在刑警	日剧	剧情/悬疑	6.4		2018-10-19 周五		駐在刑事	东京台		日语		A			拉风字幕组					1day	日本		
大诱拐2018	日剧	喜剧	6.8		2018-12-14 周五		Dai Yukai 2018	富士		日语		A			人人影视字幕组						日本		
魔法觉醒	英剧	剧情/魔幻/惊悚	8.6		2018-09-15 周六		A Discovery of Witches	Sky1		英语		B			人人影视字幕组					0day	英国		
加油吧威基基	韩剧	剧情/喜剧	8.0		2018-02-05		으라차차 와이키키	JTBC		韩语		A									韩国		
KK夫夫穷游记	泰剧	生活/偶像/爱情/真人秀/综艺	5.0		2018-10-18 周四		Max X Tul First VLOG	其他		泰语		A			宅基地字幕组					补剧中	泰国		
谁是美国？	真人秀	真人秀	8.2		2018-07-16 周一		Who Is America?	Showtime		英语		D			Fantopia字幕组						美国		
真爱至上	电影	剧情/喜剧/爱情	9.5		2003-11-14 周五		Love Actually			英语	151	D			暂无						美国	环球影业	
鬼精灵：起源	电影	恐怖	3.7		2014-08-26 周二		Leprechaun: Origins			英语	86				暂无						美国		
拯救圣诞记	电影	喜剧	7.3		2018-11-22		The Christmas Chronicles			英语	6673	C			暂无						美国		
勇往直前	电影	剧情/灾难/传记	8.9		2017-12-08		Only the Brave			英语	1892				暂无						美国		
钢之炼金术师	电影	动作/科幻	5.2		2018-02-19 周一		鋼の錬金術師			日语	9408				暂无						日本		
精灵旅社3：疯狂假期	电影	喜剧/动画	7.8		2018-08-17		Hotel Transylvania 3: Summer Vacation			英语	5279				暂无						美国		
奇怪的她	电影	剧情/喜剧/魔幻	8.7		2014-01-22 周三		Miss Granny			韩语	14				暂无						韩国		
三日刺杀	电影	动作/剧情/罪案	7.6		2014-02-21 周五		3 Days to Kill			英语	19				暂无						美国		
新福尔摩斯	英剧	剧情/悬疑/罪案	9.5		2010-07-26 周一		Sherlock	BBC		英语											英国		
人类清除计划4	电影	科幻/惊悚	5.8		2018-07-04		The First Purge			英语	9127				暂无						美国		
爱你，西蒙	电影	剧情/青春/爱情	9.0		2018-03-16		Love, Simon			英语	1508				暂无						美国		
金钱世界	电影	剧情/悬疑	7.3		2018-03-02		All the Money in the World			英语	6416				暂无						美国		
大骚乱	电影	动作/恐怖	7.1		2017-03-13		Mayhem			英语	6974				暂无						美国		
在某人受伤害之前	电影	恐怖	3.8		2018-07		Before Someone Gets Hurt			英语	9992	C			暂无						美国		
末世家园	电影	恐怖/惊悚	6.4		2018-06-29		The Domestics			英语	8066	C			暂无						美国		
相似者	电影	科幻/恐怖	6.5		2015-09-25		Los Parecidos			西班牙语	7969	D			暂无						墨西哥		
生化危机：复仇	电影	动作/恐怖/冒险/动画	7.4		2017-05-27		Resident Evil：Vendetta			英语	5849				暂无						日本		
遗落战境	电影	动作/战争/科幻/悬疑/冒险	8.2		2013-05-10 周五		Oblivion			英语	388				暂无						美国		
侏罗纪世界2：殒落国度	电影	动作/科幻/冒险	6.6		2018-06-15 周五		Jurassic World: Fallen Kingdom			英语	7512				暂无						美国	环球影业	
电锯惊魂8：竖锯	电影	恐怖/惊悚/悬疑	7.9		2017-10-27		Jigsaw			英语	4445				暂无						美国		
至暗时刻	电影	剧情/历史/传记	8.2		2017-12-01		Darkest Hour			英语	3673				暂无						英国		
游侠索罗：星球大战外传	电影	动作/科幻/冒险	8.4		2018-05-25 周五		Solo: A Star Wars Story			英语	3186				暂无						美国		
死侍	电影	动作/科幻/冒险	8.6		2016-02-12 周五		Deadpool 			英语	775				暂无						美国		
末日	电影	惊悚	5.8		2018-07-13		How It Ends			英语	9015				暂无						美国	Netflix	
钢铁侠	电影	动作/剧情/科幻/冒险	9.1		2008-05-02 周五		Iron Man			英语	533				暂无						美国	派拉蒙影业公司	
蜘蛛侠：英雄归来	电影	动作/科幻/冒险	8.4		2017-07-07 周五		Spider-Man: Homecoming			英语	1118				暂无						美国	索尼电影娱乐公司	
王牌特工：特工学院	电影	动作/剧情/罪案/冒险	8.8		2015-03-27 周五		Kingsman: The Secret Service			英语	1526				暂无						美国	二十世纪福斯电影公司	
明日边缘	电影	动作/战争/科幻/冒险	9.1		2014-06-06 周五		Edge of Tomorrow			英语	16				暂无						美国	华纳兄弟影片公司	
落水姻缘	电影	喜剧/爱情	7.1		2018-05-04		Overboard			英语/西班牙语	7012	A			暂无						美国		
创业公司	美剧	惊悚/罪案	9.0		2016-09-07 周三		StartUp	Crackle		英语		C			人人影视字幕组						美国		
超感猎杀	美剧	剧情/科幻	9.1		2015-06-06 周六		Sense8	Netflix		英语		E			人人影视字幕组					0day	美国		
悬案	美剧	剧情	6.9		2018-02-28 周三		Unsolved	USA		英语		C									美国		
分歧者	电影	动作/科幻/爱情/冒险	6.4		2014-03-21 周五		Divergent			英语	8				暂无						美国		
怒火攻心2：高压电	电影	动作/惊悚/罪案	7.9		2009-04-16 周四		Crank 2 High Voltage			英语/国语/粤语	5088				暂无						美国		
寻梦环游记	电影	喜剧/冒险/动画	8.7		2017-11-24		Coco			英语	1103				暂无						美国	皮克斯动画工作室 / 华特·迪士尼影片公司	
正义联盟	电影	动作/科幻/冒险	7.4		2017-11-17 周五		Justice League			英语	5503	A			暂无						美国		
勇敢者游戏：决战丛林	电影	动作/喜剧/悬疑/冒险	6.8		2018-01-12		Jumanji: Welcome to the Jungle			英语	7161				暂无						美国		
子弹横飞百老汇	电影	喜剧	7.5		1994-09-06		Bullets Over Broadway			英语	6212	A			暂无						美国		
我与赫夫共进晚餐	电影	剧情/传记	7.3		2018-10-20		My Dinner with Hervé			英语	6693	A			暂无						美国		
湮灭	电影	科幻/惊悚/悬疑	6.7		2018-02-23 周五		Annihilation			英语	7313				暂无						美国	NETFLIX	
古墓丽影	电影	动作/冒险	6.4		2018-03-16		Tomb Raider			英语	7819				暂无						美国		
环太平洋：雷霆再起	电影	动作/科幻/冒险	5.2		2018-03-23 周五		Pacific Rim: Uprising			英语	9409				暂无						美国		
罗马帝国：血之统治	纪录片	动作/战争/历史/纪录/史诗	7.7		2016-11-11 周五		Roman Empire: Reign of Blood	Netflix		英语					Fantopia字幕组						美国		
黑客之都	德剧	剧情/罪案	7.3		2018-12-02		Hackerville	HBO		德语		B			Classic字幕组					补剧中	德国		
夜校	电影	喜剧	8.3		2018-09-28		Night School			英语	3898	A			暂无						美国		
愤怒的小鸟	电影	动画	7.9		2016-05-20 周五		Angry Birds			英语	5075				暂无						美国		
动物王朝	纪录片	纪录	9.5		2018-11-12 周一		Dynasties	BBC		英语		A			人人影视字幕组					3day	英国		
猛龙怪客 2018	电影	动作/惊悚	7.6		2018-03-02 周五		Death Wish			英语	5386	A			暂无						美国		
巴比龙	电影	剧情/传记	8.1		2019-07-26 周五		Papillon			英语	4271	A			暂无						美国		
游戏	电影	喜剧	5.4		2018-10-17		Le jeu			法语	9371	A			暂无						法国		
孤国春秋	美剧	动作/剧情/历史	9.2		2015-10-11 周日		The Last Kingdom	BBC		英语		A									美国		
闹鬼	美剧	纪录/惊悚/悬疑	6.2		2018-10-20 周六		Haunted	Netflix		英语		C			人人影视字幕组					0day	美国		
偷拐抢骗	美剧	剧情/喜剧/罪案	8.1		2017-03-17 周五		Snatch	Crackle		英语		C			人人影视字幕组					0day	美国		
鬼入侵	美剧	恐怖/惊悚/悬疑	9.0		2018-10-12 周五		The Haunting of Hill House	Netflix		英语		C			人人影视字幕组						美国		
尸囚狱：前篇	电影	剧情/恐怖/惊悚	5.0		2017-06-03		劇場版 屍囚獄 起ノ篇			日语	9635				暂无						日本		
富家小姐	菲律宾剧	剧情	6.8		2015-06-11 周四		the rich man's daughter	其他		英语					橘里橘气字幕组						其他		
